timestamp,worst,bad,good
0.0092,0.0851738,0.264341,0.219199
0.00924,0.0300578,-0.591193,0.0849549
0.00928,0.0487907,0.377249,-0.187438
0.00932,-0.0431465,-0.0260801,-0.0591181
0.00936,-0.0255692,0.186818,-0.64716
0.0094,-0.136884,0.0252407,0.207278
0.00944,0.0161784,0.630204,0.352543
0.00948,-0.00475621,-0.368247,0.170481
0.00952,-0.0139524,-0.458372,0.111096
0.00956,-0.0730948,0.0840061,-0.112215
0.0096,-0.104758,0.606666,-0.103189
0.00964,0.000754181,-0.593699,0.101255
0.00968,0.0484501,0.623501,0.203726
0.00972,0.159509,-0.953443,0.083483
0.00976,0.0769386,0.0124562,-0.104186
0.0098,0.0146214,1.08012,-0.127505
0.00984,-0.1431,-2.76322,-0.219795
0.00988,-0.0917912,1.66302,-0.162709
0.00992,-0.033111,0.352263,0.330587
0.00996,-0.108809,-0.629644,0.0979341
0.01,0.193545,-0.213117,0.0696644
0.01004,0.212995,0.898704,-0.127153
0.01008,0.124926,-1.0597,-0.0541186
0.01012,0.0757587,0.805405,-0.1286
0.01016,-0.0479392,0.431513,0.0229782
0.0102,-0.0731191,-0.167234,0.0389255
0.01024,-0.0153391,-2.21031,0.0955134
0.01028,0.0516371,1.48094,0.0482068
0.01032,0.00210441,-0.276553,0.076744
0.01036,-0.0916209,0.413194,0.00704308
0.0104,0.0398865,-0.571609,0.0185261
0.01044,-0.0927886,0.358674,-0.0364683
0.01048,-0.11781,-0.654605,0.159899
0.01052,0.0279777,0.115609,0.0867065
0.01056,-0.014889,-0.0774739,0.111972
0.0106,-0.0077486,0.137748,-0.587531
0.01064,-0.0741287,1.16433,-0.108055
0.01068,0.127238,-0.436355,0.58398
0.01072,-0.0123345,-0.39805,0.146554
0.01076,0.0666112,1.10975,0.169447
0.0108,0.0309579,-0.289168,0.00426964
0.01084,-0.0438033,-0.557437,-0.0277952
0.01088,-0.0451779,-0.17542,-0.0799919
0.01092,-0.129537,0.572314,0.112835
0.01096,-0.155945,-0.149437,0.0403122
0.011,-0.153938,0.0356168,0.0363588
0.01104,0.0904896,0.0819381,-0.0204359
0.01108,0.0311647,-0.651978,-0.109137
0.01112,0.061259,1.17143,-0.242189
0.01116,-0.0647258,-0.254305,0.0291941
0.0112,-0.10561,-0.111205,0.0413827
0.01124,0.00806487,-0.210976,0.0670127
0.01128,0.119355,0.461218,0.0361399
0.01132,0.266153,-0.423229,-0.0969245
0.01136,0.108699,0.405579,-0.146262
0.0114,0.00574151,0.225306,-0.00349113
0.01144,-0.11747,-0.368345,-0.0182828
0.01148,-0.153269,-0.0704795,-0.0987856
0.01152,0.114295,0.671124,-0.0264328
0.01156,0.139706,-0.91026,-0.124501
0.0116,0.14102,-0.212193,-0.227957
0.01164,-0.0460659,0.374938,-0.101571
0.01168,-0.163706,0.0983233,0.13737
0.01172,-0.241301,-0.486374,0.0387552
0.01176,-0.129427,0.202887,0.0150471
0.0118,0.0748464,-0.139171,0.0838479
0.01184,0.132432,0.0907937,-0.0199371
0.01188,0.157964,-0.0325758,-0.129269
0.01192,0.0457496,0.0284156,0.0945646
0.01196,-0.109916,0.225074,0.125559
0.012,-0.135327,0.00188545,0.0254719
0.01204,0.0210319,-0.149328,-0.00104612
0.01208,0.0187572,-0.215501,-0.0625484
0.01212,0.0830816,0.322339,-0.228261
0.01216,-0.0342301,0.0665261,-0.0920101
0.0122,-0.154011,0.0183923,0.0380253
0.01224,-0.191854,-0.217083,0.0860132
0.01228,-0.0569528,0.28575,0.0819746
0.01232,-0.0260801,-0.352361,0.0553107
0.01236,0.0419665,0.420724,-0.156274
0.0124,-0.0385484,0.204529,-0.048
0.01244,-0.279473,0.013332,0.0857212
0.01248,-0.275653,-0.0377699,-0.113845
0.01252,-0.0798946,0.185845,-0.148683
0.01256,0.188339,0.386688,-0.101413
0.0126,0.29677,-0.744936,-0.206256
0.01264,0.235828,0.459746,-0.13956
0.01268,0.0444237,0.116764,-0.0634972
0.01272,-0.280945,-0.0857577,-0.042149
0.01276,-0.152126,-0.2812,-0.108699
0.0128,0.106559,0.166893,-0.0546416
0.01284,0.18014,-0.764119,-0.176855
0.01288,0.160032,-0.24489,-0.333628
0.01292,-0.134086,0.693299,-0.16963
0.01296,-0.200284,0.119927,-0.0524399
0.013,-0.220306,-0.132955,0.0544957
0.01304,0.0731069,0.349612,-0.0255205
0.01308,0.128369,-0.836825,-0.0842858
0.01312,0.139061,-0.66537,-0.213713
0.01316,0.108249,0.900942,-0.0966082
0.0132,-0.162417,0.329918,-0.0476472
0.01324,-0.147065,-0.050591,-0.0441074
0.01328,0.134171,0.125304,-0.0689833
0.01332,0.250911,-0.151055,-0.0632661
0.01336,0.204578,-0.978708,-0.215817
0.0134,0.0577435,0.818481,-0.103128
0.01344,-0.0983233,0.699613,0.140983
0.01348,-0.36472,-0.077632,0.145971
0.01352,-0.280118,0.260606,0.0886406
0.01356,0.0496665,0.206633,0.0186477
0.0136,0.0899908,-0.483077,-0.0316999
0.01364,0.087485,0.436306,-0.256239
0.01368,-0.098968,0.187378,0.00374658
0.01372,-0.224916,0.315917,0.0548484
0.01376,-0.163207,0.033257,0.0613441
0.0138,0.0351059,-0.0543497,-0.221936
0.01384,0.167781,-0.318569,-0.0134293
0.01388,0.118771,0.118711,-0.879302
0.01392,-0.0730948,0.287428,-0.408559
0.01396,-0.13776,0.043706,0.587045
0.014,-0.105427,-0.054666,0.0464065
0.01404,0.156091,0.134804,0.0799067
0.01408,0.213056,-0.326366,-0.227057
0.01412,0.0862929,-0.737176,-0.151736
0.01416,-0.0718175,0.674591,-0.239854
0.0142,-0.221887,0.329103,0.0875458
0.01424,-0.234781,0.1517,-0.0220902
0.01428,-0.0800284,-0.0178084,-0.0452752
0.01432,0.078593,-0.262041,-0.15097
0.01436,0.166054,-0.62597,-0.181733
0.0144,0.0965839,0.377723,-0.16311
0.01444,3.65E-05,0.530214,-0.0420517
0.01448,-0.077778,-0.165981,-0.0131495
0.01452,-0.0297415,0.0067633,-0.0725474
0.01456,0.149133,-0.00446427,-0.110269
0.0146,0.165397,-0.153488,-0.132249
0.01464,0.145679,0.208908,-0.00203142
0.01468,0.0082595,0.39069,0.0655165
0.01472,-0.116205,0.0982504,0.0542524
0.01476,-0.178413,0.212387,0.0220902
0.0148,-0.0629863,0.00304105,-0.0732651
0.01484,0.0376604,-0.422025,-0.147698
0.01488,0.0282088,-0.380886,-0.0867795
0.01492,-0.0279899,0.747004,-0.0542889
0.01496,-0.121314,0.36017,-0.00656868
0.015,-0.120705,-0.148829,0.11955
0.01504,0.0210806,-0.0323203,0.0639351
0.01508,0.181587,-0.296564,-0.0114222
0.01512,0.221668,-0.27288,-0.0893705
0.01516,0.088592,0.0457739,0.0729488
0.0152,-0.0624876,0.137164,-0.0217374
0.01524,-0.0294374,-0.00705524,-0.0999412
0.01528,-0.00703092,-0.127371,-0.0534009
0.01532,0.099187,-0.270313,0.0668302
0.01536,0.0713066,-0.241362,-0.360012
0.0154,-0.014001,0.201962,-0.0418571
0.01544,-0.116326,0.329516,0.363369
0.01548,-0.190346,0.251897,-0.151858
0.01552,-0.0215793,-0.249926,0.043925
0.01556,0.178814,-0.0443629,0.02074
0.0156,0.337715,-0.363175,-0.0295712
0.01564,0.169083,-0.363819,-0.0776077
0.01568,0.0243041,0.551063,0.0550066
0.01572,-0.0604318,0.147309,-0.110001
0.01576,0.0352884,0.134706,-0.0374171
0.0158,0.0901611,-0.191805,0.0158743
0.01584,0.0981044,-0.154875,-0.058072
0.01588,0.0251069,-0.148136,-0.0875823
0.01592,-0.163353,0.492371,0.00739584
0.01596,-0.131045,0.167173,0.0580841
0.016,-0.107069,-0.0380375,0.0795661
0.01604,-0.0910126,0.139548,0.142151
0.01608,-0.00334516,0.0861835,0.119611
0.01612,0.0829356,-0.82651,-0.12416
0.01616,0.120511,0.319821,-0.00836898
0.0162,0.0407136,0.656831,-0.00323568
0.01624,0.00519412,-0.103663,-0.17806
0.01628,0.0411394,-0.0854049,0.0435236
0.01632,0.0686062,-0.0839452,0.190224
0.01636,0.0622321,-0.498818,0.0647015
0.0164,-0.0847116,-0.677547,0.104576
0.01644,-0.170335,1.21955,0.188703
0.01648,-0.0930562,-0.0632539,-0.0498368
0.01652,0.000742017,-0.0983112,0.00762696
0.01656,-0.00728636,-0.676622,0.177366
0.0166,0.0425383,-1.00485,-0.0308971
0.01664,0.183558,1.14609,-0.976507
0.01668,0.177804,0.307815,0.619657
0.01672,0.126325,0.187961,0.313435
0.01676,0.0126143,-0.0916938,-0.0277587
0.0168,-0.0373198,-0.135546,0.254719
0.01684,0.0205697,-1.14884,0.0148768
0.01688,0.181393,0.612213,-0.0980314
0.01692,0.217156,0.727213,-0.0655165
0.01696,0.0770968,0.0731434,0.116302
0.017,0.00830816,0.00160568,-0.0565271
0.01704,-0.0804784,-0.0639108,0.267406
0.01708,-0.0027856,-0.399059,0.262041
0.01712,0.0674384,0.00167866,0.0066295
0.01716,0.129853,0.489658,-0.0656868
0.0172,-0.153001,0.0647015,0.0458712
0.01724,-0.034741,0.0916817,-0.180249
0.01728,-0.0367359,0.0894435,-0.032296
0.01732,0.0427207,-0.816401,0.202498
0.01736,0.221522,-0.298096,-0.0688373
0.0174,0.205527,0.817095,-0.321902
0.01744,0.079335,0.179118,0.27333
0.01748,-0.136373,0.118419,0.0820598
0.01752,-0.0730948,-0.191659,0.0551282
0.01756,-0.0542402,-0.12871,0.158646
0.0176,-0.0663801,-0.131349,0.0541429
0.01764,0.0693239,0.0486204,-0.784616
0.01768,0.00440345,-0.108006,0.234441
0.01772,-0.0737638,-0.0833249,0.349149
0.01776,0.056296,-0.160227,-0.0175043
0.0178,-0.000839331,-0.0118479,0.280774
0.01784,0.0382808,-0.266226,0.184409
0.01788,0.0921682,-0.148768,-0.0803446
0.01792,0.11185,-0.197243,0.019037
0.01796,-0.078739,0.132931,0.0938104
0.018,-0.0317486,-0.158719,-0.0517222
0.01804,0.0292914,-0.0250826,-0.0502747
0.01808,0.0737516,-0.11955,0.166662
0.01812,0.187353,-0.04193,-0.528
0.01816,0.218214,0.17795,-0.776174
0.0182,-0.0243406,-0.0608089,0.836192
0.01824,-0.117214,0.239988,0.0578287
0.01828,-0.0575975,-0.384657,0.1218
0.01832,-0.0589599,-0.162514,0.152345
0.01836,-0.0681439,-0.0860861,0.0671586
0.0184,0.0588505,0.114611,-0.0905504
0.01844,0.0536442,-0.0640324,0.032296
0.01848,-0.0130765,-0.0357141,0.00690927
0.01852,0.0784713,0.00851495,-0.0241581
0.01856,0.110901,-0.242287,0.271724
0.0186,0.132772,-0.0179544,-0.0174678
0.01864,0.0520993,-0.0479513,-0.309214
0.01868,0.0129427,0.383428,-0.0416381
0.01872,-0.188667,-0.0929346,0.171455
0.01876,-0.104223,0.0989072,-0.0141591
0.0188,-0.0214942,0.0207643,0.0841155
0.01884,0.00867308,-0.66284,-0.0296442
0.01888,0.0346923,-0.152089,-0.104564
0.01892,0.0607846,0.131544,-0.0715864
0.01896,-0.0702848,0.0795296,0.0471607
0.019,-0.227483,0.0101814,0.0523548
0.01904,-0.0504085,-0.25214,0.0960851
0.01908,0.038001,-0.697678,0.0211536
0.01912,0.098518,0.409654,-0.142139
0.01916,0.132931,-0.290846,-0.19762
0.0192,0.0794688,0.361776,-0.0838479
0.01924,-0.043779,-0.0379402,-0.0465281
0.01928,-0.0615144,0.0551769,-0.0697009
0.01932,-0.0023112,-0.685271,-0.10949
0.01936,0.011337,-0.915248,-0.213725
0.0194,-0.0809163,0.937654,-0.207278
0.01944,-0.104576,0.264255,-0.0735083
0.01948,-0.250875,0.217715,-0.0476959
0.01952,-0.141701,0.31987,-0.0736908
0.01956,0.0551282,-0.183108,-0.0978246
0.0196,0.0810258,-1.78529,-0.152272
0.01964,0.160008,0.571353,-0.226194
0.01968,0.0469417,0.764521,-0.0367116
0.01972,-0.023258,-0.188691,0.119842
0.01976,-0.0899179,0.287465,0.221194
0.0198,0.0513938,-0.0296077,0.179617
0.01984,0.164083,-0.0331232,-0.0771089
0.01988,0.0122007,0.0399959,-0.0741287
0.01992,0.00650785,0.210769,-0.0283426
0.01996,-0.1422,0.0843223,-0.0471607
0.02,-0.204529,-0.0565393,-0.0835195
0.02004,-0.0542159,0.464417,-0.0377334
0.02008,0.123965,-0.84354,-0.160458
0.02012,0.143015,0.121277,-0.192815
0.02016,0.0519169,0.0116898,-0.00211657
0.0202,-0.0572448,0.427803,-0.0135023
0.02024,-0.143002,-0.1295,-0.0208616
0.02028,-0.100403,0.26546,0.0932022
0.02032,-0.020448,-0.55217,-0.0961581
0.02036,0.139974,-0.891187,-0.283852
0.0204,0.0401784,0.511335,-0.144803
0.02044,0.102556,0.700367,0.0217861
0.02048,-0.0480365,-0.214747,-0.163694
0.02052,-0.071927,0.896393,-0.125741
0.02056,-0.0262017,-0.386554,-0.0152661
0.0206,0.0675114,-0.190577,-0.134196
0.02064,0.0650785,-0.408146,-0.0887014
0.02068,-0.0244744,0.860448,-0.0201318
0.02072,-0.126483,1.13997,-0.192024
0.02076,-0.0960121,-2.39369,-0.214114
0.0208,-0.0263477,1.14116,0.0104734
0.02084,0.128162,-0.32105,-0.0418814
0.02088,0.0691292,0.0158378,-0.0900395
0.02092,-0.0854414,-0.420748,-0.0425139
0.02096,-0.107045,1.12403,0.0385241
0.021,-0.132967,-1.01733,-0.0642514
0.02104,0.050445,1.08101,0.0526589
0.02108,0.0272113,-0.908083,0.021701
0.02112,0.148172,-0.259013,-0.085928
0.02116,0.0180274,-0.263659,-0.000352762
0.0212,-0.0688251,2.07972,0.0828383
0.02124,0.00334516,-1.43779,-0.0856361
0.02128,0.0243528,0.519023,-0.0209954
0.02132,0.0996736,0.0166042,0.0742504
0.02136,0.0275155,-1.30302,0.0340963
0.0214,0.0294496,-0.0730704,-0.0227471
0.02144,-0.128199,1.30004,-0.0399594
0.02148,-0.116594,-0.390593,-0.119745
0.02152,-0.00495083,0.0383903,-0.193776
0.02156,-0.0520263,0.432182,-0.0125535
0.0216,0.0209224,-0.294556,0.0542159
0.02164,-0.0269681,-0.785784,0.0759898
0.02168,-0.0648717,1.54024,0.0382443
0.02172,-0.0716837,0.268549,-0.066964
0.02176,0.124878,-0.279801,-0.285081
0.0218,0.180359,-0.305906,0.0802716
0.02184,0.0802595,-0.365486,-0.00672681
0.02188,0.152028,-0.775152,-0.0835195
0.02192,0.0280507,0.478066,-0.0797121
0.02196,0.0724136,0.644326,0.00768778
0.022,0.106559,-0.895578,-0.152843
0.02204,0.0959027,1.13667,0.0413218
0.02208,0.0163,-0.483248,0.157624
0.02212,-0.112847,-0.635483,-0.00672681
0.02216,0.0577192,0.200332,0.00858793
0.0222,0.00669032,0.82162,-0.103432
0.02224,0.0460415,-0.219917,-0.203653
0.02228,0.0421612,-0.0487907,-0.168693
0.02232,-0.0144754,-0.0435479,0.0975692
0.02236,0.0950025,-0.273768,0.0933847
0.0224,0.128442,-0.0620618,0.0669397
0.02244,0.133612,0.415992,-0.00453725
0.02248,-0.0440953,-0.0982017,0.0489366
0.02252,-0.00521845,-0.196926,-0.0761601
0.02256,0.0117871,-0.341085,0.142005
0.0226,0.00218956,0.123929,0.116813
0.02264,0.0785078,-0.436124,0.0908667
0.02268,0.0632417,0.32656,0.0588626
0.02272,-0.0218226,0.342435,-0.0336584
0.02276,-0.0573786,0.197133,0.0785078
0.0228,-0.0608941,-0.243126,0.067998
0.02284,-0.0687521,-0.421076,0.0685575
0.02288,-0.0861591,0.336888,0.0183923
0.02292,0.040738,0.475426,-0.0077486
0.02296,-0.0115317,-0.193788,-0.0336705
0.023,0.0259341,-0.320199,-0.100428
0.02304,0.179617,0.457009,0.102715
0.02308,0.0165433,-0.295931,0.188132
0.02312,0.0829356,0.180712,0.153062
0.02316,0.112957,-0.268975,0.129281
0.0232,0.120158,0.2649,0.0633756
0.02324,-0.119343,-0.109028,-0.0684237
0.02328,-0.0493016,0.451706,-0.0681683
0.02332,0.0851495,-0.649095,0.105926
0.02336,0.101656,-0.86108,0.158171
0.0234,0.200892,0.727067,0.0522453
0.02344,0.152527,0.42284,-0.0216645
0.02348,0.15361,0.378891,-0.0895773
0.02352,-0.0330015,-0.279315,-0.217168
0.02356,0.0597506,0.225525,0.12118
0.0236,-0.0282818,-0.488357,0.169569
0.02364,0.049411,0.0425139,0.131167
0.02368,0.0615631,0.204541,-0.00678763
0.02372,-0.00113127,0.0735813,-0.075187
0.02376,0.0169083,-0.0482189,-0.0854901
0.0238,-0.0402027,0.176624,0.072523
0.02384,0.0321987,-0.456365,0.209468
0.02388,-0.0509316,0.0999898,0.122749
0.02392,0.136738,0.172245,0.0457374
0.02396,0.153999,0.00855144,0.0154486
0.024,-0.0436695,-0.270569,0.0343396
0.02404,-0.0515154,0.25765,0.115426
0.02408,-0.0663558,-0.142321,0.326913
0.02412,0.0112762,-0.139657,0.159765
0.02416,0.0189518,0.199298,0.0193776
0.0242,-0.0110938,0.0128819,-0.0597506
0.02424,-0.00997465,0.0422828,-0.0504936
0.02428,-0.149182,0.189664,-0.0141591
0.02432,-0.145971,-0.140059,0.193971
0.02436,-0.0846629,-0.0381226,0.221145
0.0244,0.0241338,-0.148683,0.0785808
0.02444,0.176697,0.326621,0.0594222
0.02448,0.128138,0.186015,-0.0158743
